prefecture,year,population,capital,region,estimated_area,island
Miyagi-ken,1995.75,2328739,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,2000.75,2365320,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,2005.75,2360218,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,2010.75,2348165,Sendai-shi,Tohoku,7285.77,Honshu
Miyagi-ken,2015.75,2334215,Sendai-shi,Tohoku,7285.77,Honshu
Miyazaki-ken,1872.1667,NA,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1873,382564,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1874,388083,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1875,384071,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1876,388508,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1877,NA,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1878,NA,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1879,NA,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1880,NA,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1881,NA,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1882,NA,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1883,NA,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1884,381879,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1885,383769,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1886,386299,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1886.9167,394261,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1887.9167,403810,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1888.9167,407827,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1889.9167,412729,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1890.9167,416824,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1891.9167,424033,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1892.9167,431693,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1893.9167,436067,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1894.9167,439273,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1895.9167,447126,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1896.9167,450416,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1897.9167,455535,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1898.9167,464510,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1903.9167,501926,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1908.9167,542088,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1913.9167,597472,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1918.9167,651151,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1920.75,651097,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1925.75,691094,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1930.75,760467,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1935.75,824431,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1940.75,840357,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1944.25,839556,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1945.8333,913687,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1946.3333,957856,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1947.75,1025689,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1948.5833,1052483,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1950.75,1091427,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1955.75,1139384,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1960.75,1134590,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1965.75,1080692,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1970.75,1051105,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1975.75,1085055,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1980.75,1151587,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1985.75,1175543,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1990.75,1168907,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,1995.75,1175819,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,2000.75,1170007,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,2005.75,1153042,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,2010.75,1135233,Miyazaki-shi,Kyushu,7735.99,Kyushu
Miyazaki-ken,2015.75,1104377,Miyazaki-shi,Kyushu,7735.99,Kyushu
Nagano-ken,1872.1667,1233095,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1873,1239365,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1874,1246892,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1875,1263045,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1876,1276118,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1877,965677,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1878,973959,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1879,986077,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1880,1000414,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1881,1012142,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1882,1022408,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1883,1033969,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1884,1043341,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1885,1048065,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1886,1057494,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1886.9167,1074069,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1887.9167,1095998,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1888.9167,1111946,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1889.9167,1128690,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1890.9167,1146071,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1891.9167,1158936,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1892.9167,1171819,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1893.9167,1179234,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1894.9167,1189936,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1895.9167,1210435,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1896.9167,1221113,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1897.9167,1231859,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1898.9167,1264918,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1903.9167,1348556,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1908.9167,1402072,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1913.9167,1484205,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1918.9167,1564354,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1920.75,1562722,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1925.75,1629217,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1930.75,1717118,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1935.75,1714000,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1940.75,1710729,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1944.25,1650511,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1945.8333,2121050,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1946.3333,2028648,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1947.75,2060010,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1948.5833,2079682,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1950.75,2060831,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1955.75,2021292,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1960.75,1981433,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1965.75,1958007,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1970.75,1956917,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1975.75,2017564,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1980.75,2083934,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1985.75,2136927,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1990.75,2156627,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,1995.75,2193984,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,2000.75,2215168,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,2005.75,2196114,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,2010.75,2152449,Nagano-shi,Chubu,13562.23,Honshu
Nagano-ken,2015.75,2099759,Nagano-shi,Chubu,13562.23,Honshu
Nagasaki-ken,1872.1667,630487,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1873,665123,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1874,668482,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1875,668974,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1876,672278,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1877,1167367,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1878,1173263,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1879,1192134,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1880,1190335,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1881,1196065,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1882,1204449,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1883,1212157,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1884,707604,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1885,712631,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1886,719082,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1886.9167,729042,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1887.9167,739825,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1888.9167,752402,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1889.9167,762812,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1890.9167,773095,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1891.9167,776779,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1892.9167,786416,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1893.9167,795461,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1894.9167,803713,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1895.9167,820338,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1896.9167,832616,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1897.9167,845441,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1898.9167,902455,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1903.9167,1015364,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1908.9167,1103590,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1913.9167,1134700,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1918.9167,1230249,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1920.75,1136182,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1925.75,1163945,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1930.75,1233362,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1935.75,1296883,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1940.75,1370063,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1944.25,1490890,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1945.8333,1318589,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1946.3333,1417977,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1947.75,1531674,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1948.5833,1565558,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1950.75,1645492,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1955.75,1747596,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1960.75,1760421,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1965.75,1641245,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1970.75,1570245,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1975.75,1571912,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1980.75,1590564,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1985.75,1593968,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1990.75,1562959,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,1995.75,1544934,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,2000.75,1516523,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,2005.75,1478632,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,2010.75,1426779,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nagasaki-ken,2015.75,1377780,Nagasaki-shi,Kyushu,4105.47,Kyushu
Nara-ken,1872.1667,418326,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1873,423004,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1874,427635,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1875,430734,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1876,433938,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1877,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1878,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1879,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1880,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1881,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1882,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1883,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1884,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1885,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1886,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1886.9167,NA,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1887.9167,489213,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1888.9167,496431,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1889.9167,498871,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1890.9167,500742,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1891.9167,502033,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1892.9167,506304,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1893.9167,508963,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1894.9167,512181,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1895.9167,518025,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1896.9167,521918,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1897.9167,524562,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1898.9167,535619,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1903.9167,558314,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1908.9167,569772,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1913.9167,600711,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1918.9167,594482,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1920.75,564607,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1925.75,583828,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1930.75,596225,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1935.75,620471,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1940.75,620509,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1944.25,606789,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1945.8333,779685,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1946.3333,744381,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1947.75,779935,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1948.5833,778677,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1950.75,763883,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1955.75,776861,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1960.75,781058,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1965.75,825965,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1970.75,930160,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1975.75,1077491,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1980.75,1209365,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1985.75,1304866,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1990.75,1375481,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,1995.75,1430862,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,2000.75,1442795,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,2005.75,1421310,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,2010.75,1400728,Nara-shi,Kansai,3691.09,Honshu
Nara-ken,2015.75,1365008,Nara-shi,Kansai,3691.09,Honshu
Niigata-ken,1872.1667,1353733,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1873,1357222,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1874,1368782,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1875,1388353,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1876,1388812,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1877,1500061,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1878,1504601,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1879,1530712,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1880,1546338,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1881,1564312,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1882,1581168,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1883,1586599,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1884,1589304,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1885,1601796,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1886,1628650,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1886.9167,1632257,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1887.9167,1652736,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1888.9167,1665378,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1889.9167,1681985,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1890.9167,1693727,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1891.9167,1700427,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1892.9167,1711968,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1893.9167,1713384,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1894.9167,1719562,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1895.9167,1731329,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1896.9167,1736456,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1897.9167,1733629,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1898.9167,1745625,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1903.9167,1780123,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1908.9167,1822239,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1913.9167,1911308,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1918.9167,1916017,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1920.75,1776474,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1925.75,1849807,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1930.75,1933326,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1935.75,1995777,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1940.75,2064402,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1944.25,1994817,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1945.8333,2389653,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1946.3333,2326811,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1947.75,2418271,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1948.5833,2435451,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1950.75,2460997,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1955.75,2473492,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1960.75,2442037,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1965.75,2398931,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1970.75,2360982,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1975.75,2391938,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1980.75,2451357,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1985.75,2478470,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1990.75,2474583,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,1995.75,2488364,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,2000.75,2475733,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,2005.75,2431459,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,2010.75,2374450,Niigata-shi,Chubu,12583.83,Honshu
Niigata-ken,2015.75,2305098,Niigata-shi,Chubu,12583.83,Honshu
Oita-ken,1872.1667,562318,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1873,565460,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1874,578163,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1875,580347,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1876,583740,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1877,714234,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1878,718816,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1879,728115,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1880,731964,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1881,740009,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1882,741201,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1883,746411,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1884,752161,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1885,757747,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1886,761476,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1886.9167,762275,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1887.9167,773101,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1888.9167,781554,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1889.9167,788635,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1890.9167,792085,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1891.9167,790063,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1892.9167,792912,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1893.9167,794050,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1894.9167,796456,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1895.9167,805374,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1896.9167,814064,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1897.9167,819996,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1898.9167,835917,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1903.9167,854982,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1908.9167,880290,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1913.9167,926936,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1918.9167,920994,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1920.75,860282,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1925.75,915136,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1930.75,945771,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1935.75,980458,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1940.75,972975,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1944.25,973707,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1945.8333,1124513,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1946.3333,1149501,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1947.75,1233651,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1948.5833,1245689,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1950.75,1252999,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1955.75,1277199,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1960.75,1239655,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1965.75,1187480,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1970.75,1155566,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1975.75,1190314,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1980.75,1228913,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1985.75,1250214,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1990.75,1236942,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,1995.75,1231306,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,2000.75,1221140,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,2005.75,1209571,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,2010.75,1196529,oita-shi,Kyushu,6339.74,Kyushu
Oita-ken,2015.75,1166729,oita-shi,Kyushu,6339.74,Kyushu
