,Price,Make,Model,Year,Mileage,Fuel Type,Body Type,Engine Size (Litres),Power
1490,21999.0,Skoda,Superb,2016,112400.0,Diesel,Hatchback,2.0,150.0
1492,69555.0,Volkswagen,ID.4,2023,,Electric,SUV,,
1493,20445.0,Renault,Clio,2022,10629.0,Petrol,Hatchback,1.0,90.0
1494,12499.0,Volkswagen,Golf,2014,166999.6025,Petrol,Hatchback,1.4,140.0
1495,34950.0,Ford,Kuga,2020,25805.0,Diesel,SUV,1.5,
1496,26900.0,Nissan,Qashqai,2019,28162.0,Petrol,MPV,1.3,160.0
1497,19900.0,Ford,C-MAX,2018,49000.0,Diesel,MPV,1.5,95.0
1498,115000.0,Audi,SQ7,2020,62500.0,Diesel,SUV,4.0,435.0
1500,19960.0,Renault,Megane,2019,60000.0,Petrol,Hatchback,1.3,140.0
1501,32995.0,Jaguar,F-Pace,2017,161634.0629,Diesel,SUV,2.0,180.0
1502,8300.0,Mitsubishi,Space Star,2015,61000.0,Petrol,Hatchback,1.2,80.0
1503,4200.0,Ford,S-MAX,2010,110000.0,Diesel,MPV,1.8,
1504,29500.0,Ford,Transit,2022,300.0,Diesel,Van,2.0,
1505,3000.0,Citroen,C4,2009,235429.0,Diesel,Hatchback,1.6,
1506,25950.0,Citroen,Dispatch,2021,6025.0,Diesel,Van,2.0,
1507,11500.0,Fiat,500,2016,28000.0,Petrol,Hatchback,1.2,69.0
1508,9350.0,Ford,Courier,2017,193120.8,Diesel,Van,1.6,
1509,47950.0,Audi,Q3,2021,22598.0,Diesel,SUV,2.0,150.0
1510,38950.0,BMW,5-Series,2018,116940.0,Diesel,Saloon,2.0,184.0
1511,57950.0,BMW,5-Series,2021,50480.0,Diesel,Saloon,2.0,190.0
1512,22495.0,BMW,5-Series,2016,122000.0,Diesel,Saloon,2.0,150.0
1513,15500.0,Volkswagen,Scirocco,2015,215973.428,Diesel,Coupe,2.0,150.0
1514,17000.0,Nissan,Juke,2019,40000.0,Diesel,SUV,1.5,110.0
1515,71200.0,Volkswagen,ID.4,2022,100.0,Electric,Estate,,204.0
1516,6950.0,Honda,Fit,2011,110150.0,Petrol Hybrid,Hatchback,1.3,
1517,17990.0,Audi,A3,2015,88513.7,Petrol,Hatchback,1.4,125.0
1518,12490.0,Volkswagen,Golf,2013,120700.5,Petrol,Hatchback,1.4,85.0
1519,12500.0,Hyundai,ix35,2014,183112.0,Diesel,SUV,1.7,115.0
1520,12990.0,Honda,Fit,2016,99779.08,Petrol Hybrid,Hatchback,1.5,
1521,31950.0,BMW,5-Series,2017,160129.33,Petrol Plug-in Hybrid,Saloon,2.0,252.0
1522,33950.0,Renault,Koleos,2019,48631.0,Diesel,SUV,2.0,190.0
1523,13005.0,Volkswagen,Golf,2018,162000.0,Diesel,Van,1.6,
1524,1100.0,Toyota,Corolla,2005,236000.0,Petrol,Saloon,1.4,
1525,14490.0,Volkswagen,Polo,2015,62764.26,Petrol,Hatchback,1.2,90.0
1526,10790.0,Volkswagen,Polo,2013,78857.66,Petrol,Hatchback,1.2,60.0
1528,16000.0,Toyota,Landcruiser,2008,306461.7882,Diesel,SUV,3.0,
1529,17450.0,Skoda,Octavia,2017,95667.0,Diesel,Estate,1.6,110.0
1530,14950.0,Volkswagen,Golf,2014,59213.0,Petrol,Hatchback,1.2,105.0
1531,22750.0,Ford,Focus,2019,78857.66,Diesel,Hatchback,1.5,120.0
1532,61450.0,Tesla,MODEL 3,2022,5250.0,Electric,Saloon,,283.0
1533,27000.0,Renault,Captur,2022,10.0,Petrol,Hatchback,1.0,90.0
1534,15000.0,Volkswagen,Caddy,2017,89000.0,Diesel,MPV,2.0,102.0
1535,20899.0,KIA,Stonic,2019,85295.02,Diesel,Hatchback,1.6,
1536,52900.0,BMW,X3,2019,68000.0,Diesel,SUV,2.0,190.0
1537,10950.0,Opel,Insignia,2017,274000.0,Diesel,Saloon,1.6,136.0
1538,20000.0,Volkswagen,Golf,2016,159324.66,Diesel,Hatchback,2.0,184.0
1539,6950.0,Renault,Kangoo,2016,140000.0,Diesel,Van,1.5,
1540,15895.0,Toyota,Aygo,2021,36522.36196,Petrol,Hatchback,1.0,
1541,22950.0,Honda,Civic,2018,120000.0,Petrol,Hatchback,1.0,
1542,23000.0,Peugeot,Partner,2018,44256.85,Diesel,MPV,1.6,100.0
1543,17888.0,Hyundai,ix20,2018,36548.0,Petrol,MPV,1.4,90.0
1544,6999.0,Audi,A4,2011,374976.22,Diesel,Estate,2.0,120.0
1545,3500.0,Ford,Transit,2011,269000.0,Diesel,Van,1.8,
1546,5500.0,Volkswagen,Up!,2012,118670.0,Petrol,Hatchback,1.0,75.0
1547,9750.0,Lexus,IS,2012,162543.34,Diesel,Saloon,2.2,150.0
1548,16500.0,Hyundai,Tucson,2015,128747.2,Diesel,SUV,1.7,115.0
1550,1950.0,Nissan,Qashqai,2007,299000.0,Petrol,Hatchback,1.6,
1551,24690.0,Volkswagen,Polo,2023,19.0,Petrol,Hatchback,1.0,
1552,3900.0,Volkswagen,Other,2006,390000.0,Diesel,Van,2.5,
1553,2200.0,Volkswagen,Golf,2008,257.4944,Diesel,Hatchback,1.9,
1555,38550.0,Volkswagen,Golf,2022,100.0,Petrol,Estate,1.5,130.0
1556,31063.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
1557,19449.0,Renault,Kadjar,2018,69947.0,Diesel,SUV,1.5,110.0
1558,20950.0,Mercedes,Sprinter,2018,202776.84,Diesel,Van,2.1,
1559,20500.0,Peugeot,Partner,2018,32991.47,Diesel,MPV,1.6,
1560,27950.0,Volkswagen,Taigo,2022,9688.0,Petrol,SUV,1.0,95.0
1561,44800.0,BMW,M3,2016,37014.82,Petrol,Saloon,3.0,
1562,32000.0,Peugeot,RIFTER,2022,0.0,Diesel,MPV,1.5,
1563,15500.0,Opel,Zafira,2016,157453.0,Diesel,MPV,1.6,101.0
1565,8500.0,Nissan,Juke,2011,120000.0,Petrol,SUV,1.6,117.0
1566,9950.0,Hyundai,ix35,2012,124003.0,Diesel,SUV,2.0,184.0
1567,14950.0,Nissan,Qashqai,2015,64000.0,Petrol,MPV,1.2,115.0
1568,6950.0,Nissan,Qashqai,2012,201168.0,Diesel,MPV,1.6,130.0
1569,10750.0,Toyota,Yaris,2016,170003.0,Petrol,Hatchback,1.0,69.0
1570,47950.0,BMW,X3,2018,43000.0,Diesel,Estate,2.0,190.0
1571,55950.0,Audi,Q7,2017,174003.0,Diesel,Estate,3.0,218.0
1572,21950.0,Mercedes,CL-Class,2016,170590.0,Diesel,Saloon,2.1,
1573,12450.0,Peugeot,208,2015,34001.0,Petrol,Hatchback,1.2,
1574,16995.0,Nissan,Qashqai,2015,137000.0,Diesel,Hatchback,1.5,110.0
1575,8888.0,KIA,Ceed,2013,178637.0,Diesel,Hatchback,1.6,128.0
1576,12450.0,Peugeot,208,2015,66001.0,Petrol,Hatchback,1.2,
1577,2200.0,Suzuki,Jimny,2003,249447.7,Petrol,SUV,1.3,
1578,650.0,Renault,Clio,2007,193008.0,Petrol,Hatchback,1.1,
1579,12950.0,BMW,1-Series,2013,111003.0,Petrol,Hatchback,1.6,
1580,8500.0,Toyota,Landcruiser,2006,217150.0,Diesel,SUV,3.0,
1581,15250.0,Toyota,Prius,2015,128002.0,Hybrid,Hatchback,1.8,
1582,13950.0,SEAT,Leon,2014,171004.0,Diesel,Hatchback,2.0,150.0
1583,13450.0,Volkswagen,Touran,2013,82001.0,Petrol,MPV,1.4,
1585,13450.0,Volkswagen,Touran,2013,86002.0,Petrol,MPV,1.2,
1586,19950.0,Mercedes,A-Class,2017,167003.0,Diesel,Hatchback,1.5,109.0
1587,65950.0,Audi,S8,2016,56000.0,Petrol,Saloon,4.0,
1588,30750.0,Mercedes,E-Class,2017,45061.52,Diesel,Saloon,2.0,194.0
1589,4450.0,Toyota,Avensis,2010,225005.0,Diesel,Saloon,2.0,
1590,11950.0,Skoda,Octavia,2013,138788.0,Diesel,Hatchback,2.0,150.0
1592,16500.0,Volkswagen,Golf,2017,133575.22,Diesel,Hatchback,1.6,115.0
1593,10950.0,Toyota,Avensis,2016,269006.0,Diesel,Saloon,1.6,112.0
1594,41950.0,Land Rover,Discovery,2017,177003.0,Diesel,Estate,2.0,180.0
1595,9950.0,Land Rover,Range Rover,2008,243006.0,Diesel,Estate,3.6,
1596,13945.0,Skoda,Superb,2014,123431.55,Diesel,Saloon,1.6,105.0
1597,26000.0,Peugeot,Partner,2017,23335.43,Diesel,MPV,1.6,
1598,13950.0,Audi,A3,2014,187004.0,Petrol,Hatchback,1.2,105.0
1599,9950.0,Nissan,Pulsar,2015,95001.0,Petrol,Hatchback,1.2,115.0
1600,6950.0,Vauxhall,Astra,2012,161003.0,Diesel,Hatchback,1.7,
1601,16056.0,Ford,Ranger,2014,180246.08,Diesel,Pick Up,2.2,
1602,4650.0,Ford,Fiesta,2009,121811.0,Petrol,Hatchback,1.2,
1603,9995.0,Ford,Focus,2013,190000.0,Diesel,Hatchback,1.6,95.0
1604,31000.0,Audi,Q5,2016,101500.0,Diesel,SUV,2.0,190.0
1605,6500.0,Fiat,Doblo,2010,217404.0,Diesel,MPV,1.6,
1606,9950.0,Volkswagen,Polo,2012,75329.0,Petrol,Hatchback,1.2,60.0
1608,22078.0,Mercedes,V-Class,2019,126927.0,Diesel,Van,1.6,
1609,7250.0,Volkswagen,Passat,2012,,Diesel,Saloon,1.6,105.0
1610,23950.0,SEAT,Ateca,2019,69750.0,Petrol,SUV,1.0,115.0
1611,1350.0,Volkswagen,Golf,2007,346077.0,Petrol,Hatchback,1.4,
1612,20450.0,Hyundai,Tucson,2016,72420.3,Diesel,SUV,1.7,115.0
1613,35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
1614,3950.0,Audi,A4,2008,234000.0,Diesel,Estate,2.0,
1615,29750.0,Peugeot,5008,2018,92800.0,Petrol,MPV,1.2,130.0
1616,8190.0,Mercedes,E-Class,2013,165808.6909,Diesel,Saloon,2.1,
1617,9150.0,Volkswagen,Polo,2012,137237.0,Petrol,Hatchback,1.2,105.0
1618,30550.0,Nissan,Juke,2023,10.0,Petrol,SUV,1.0,
1619,9949.0,Citroen,Berlingo,2016,223252.0,Diesel,Van,1.6,
1620,8950.0,Volkswagen,Golf,2012,265541.1,Diesel,Hatchback,1.6,105.0
1621,13950.0,Honda,Shuttle,2017,156003.0,Hybrid,MPV,1.5,
1622,21490.0,Toyota,Prius,2018,89585.52044,Hybrid,Hatchback,1.8,122.0
1623,1500.0,Ford,Fiesta,2004,156427.848,Petrol,Hatchback,1.2,
1624,1450.0,Nissan,Almera,2005,198129.0,Petrol,Hatchback,1.5,
1625,11200.0,Nissan,Juke,2013,45061.52,Petrol,SUV,1.6,117.0
1627,27900.0,Nissan,Qashqai,2019,72806.5416,Diesel,SUV,1.5,
1628,11990.0,KIA,Sportage,2014,240006.0,Diesel,MPV,1.7,115.0
1629,45480.0,KIA,Niro,2022,6.0,Electric,MPV,,
1632,7750.0,Audi,A3,2011,225307.6,Diesel,Hatchback,1.6,105.0
1633,159900.0,BMW,M4,2022,4000.0,Petrol,Coupe,3.0,431.0
1634,22995.0,Audi,Q5,2016,275000.0,Diesel,SUV,2.0,150.0
1635,899.0,KIA,Picanto,2007,62417.0,Petrol,Hatchback,1.0,
1636,24995.0,Nissan,Qashqai,2018,85423.0,Petrol,Hatchback,1.2,115.0
1637,47500.0,Skoda,Kodiaq,2020,50927.5643,Diesel,SUV,2.0,150.0
1638,34400.0,Volkswagen,Golf,2022,100.0,Petrol,Estate,1.5,130.0
1640,595.0,Ford,Focus,2007,163000.0,Petrol,Saloon,1.4,
1641,1650.0,Volkswagen,Golf,2004,109000.0,Petrol,Hatchback,1.4,
1642,38495.0,BMW,5-Series,2018,69201.62,Petrol Plug-in Hybrid,Saloon,2.0,
1643,10750.0,Renault,Master,2016,,Diesel,Van,2.3,
1644,17000.0,Renault,Trafic,2019,104607.1,Diesel,MPV,1.6,
1645,13950.0,BMW,3-Series,2008,84600.0,Petrol,Cabriolet,3.0,
1646,30.0,Toyota,Landcruiser,2005,,Diesel,SUV,3.0,
1647,19995.0,Nissan,Micra,2021,3862.0,Petrol,Hatchback,1.0,100.0
1648,30995.0,Nissan,Qashqai,2020,30607.0,Petrol,MPV,1.3,160.0
1649,18950.0,Renault,Master,2017,125000.0,Diesel,MPV,2.3,
1650,21490.0,Toyota,Prius,2018,104227.2958,Hybrid,Hatchback,1.8,122.0
1651,7500.0,Volkswagen,Passat,2013,254275.72,Diesel,Estate,1.6,105.0
1652,49950.0,Audi,Q3,2022,24318.0,Diesel,SUV,2.0,150.0
1654,71.0,Toyota,Hilux,2008,,Diesel,Crew Cab,2.5,
1656,29499.0,Hyundai,Tucson,2017,36600.0,Diesel,SUV,1.7,115.0
1657,15000.0,Volkswagen,Caddy,2017,89000.0,Diesel,MPV,2.0,102.0
1658,8500.0,Toyota,Yaris,2015,128000.0,Petrol,Hatchback,1.0,69.0
1661,,Skoda,Karoq,2022,,Diesel,Crossover,2.0,
1662,20990.0,Renault,Clio,2021,11335.0,Petrol,Hatchback,1.0,100.0
1663,35975.0,Volkswagen,Tiguan,2017,101780.0,Diesel,SUV,2.0,150.0
1664,1800.0,Toyota,RAV4,2004,201972.17,Petrol,SUV,1.8,
1665,18290.0,Citroen,Dispatch,2020,109200.0,Diesel,Van,1.5,
1666,28950.0,Skoda,Octavia,2022,8000.0,Petrol,Saloon,1.0,110.0
1667,35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
1668,34400.0,Volkswagen,Golf,2022,100.0,Petrol,Estate,1.5,130.0
1670,3150.0,Vauxhall,Insignia,2012,,Diesel,Hatchback,2.0,
1671,4000.0,Toyota,Hilux,2005,268759.78,Diesel,Pick Up,2.5,
1673,33500.0,Toyota,Proace,2022,0.0,Diesel,Van,2.0,
1674,,BMW,X1,2022,0.0,Diesel,Estate,2.0,148.0
1675,10950.0,Honda,Fit,2015,137500.0,Petrol Hybrid,Hatchback,1.5,
1679,9990.0,Volkswagen,Polo,2012,122002.0,Petrol,Hatchback,1.2,105.0
1680,4500.0,Nissan,Qashqai,2011,240000.0,Diesel,Hatchback,1.5,106.0
1682,24950.0,Volkswagen,Golf,2019,26319.0,Petrol,Hatchback,1.0,115.0
1683,12950.0,Nissan,Note,2018,85600.0,Petrol,MPV,1.2,98.0
1684,3500.0,Volkswagen,Passat,2010,337961.4,Diesel,Saloon,1.6,
1685,1350.0,Ford,Mondeo,2008,315112.0,Diesel,Saloon,2.0,
1686,22900.0,BMW,7-Series,2014,17900.0,Diesel,Saloon,3.0,258.0
1687,43263.0,Audi,A3,2022,15.0,Petrol,Saloon,1.0,
1688,17450.0,Nissan,Micra,2019,8176.0,Petrol,Hatchback,1.0,100.0
1689,29995.0,Peugeot,RIFTER,2020,30522.0,Diesel,MPV,1.5,100.0
1690,20900.0,Nissan,Navara,2017,195000.0,Diesel,Pick Up,2.3,
1691,10995.0,BMW,5-Series,2012,248000.0,Diesel,Saloon,2.0,184.0
1692,16900.0,BMW,2-Series,2015,83000.0,Diesel,Jeep,2.0,150.0
1693,13950.0,BMW,5-Series,2015,268759.78,Diesel,Saloon,2.0,150.0
1694,20900.0,BMW,5-Series,2016,159324.66,Diesel,Saloon,2.0,190.0
1695,5900.0,Mercedes,C-Class,2008,242000.0,Petrol,Saloon,1.8,
1696,59900.0,Bentley,Continental,2007,99000.0,Petrol,Cabriolet,6.0,
1697,5995.0,Mercedes,CLK-Class,2007,147300.0,Petrol,Coupe,1.8,
1698,99900.0,Land Rover,Range Rover,2021,24140.1,Petrol Plug-in Hybrid,SUV,2.0,404.0
1699,14900.0,BMW,7-Series,2009,217260.9,Diesel,Saloon,3.0,
1700,9950.0,Suzuki,Swift,2013,105000.0,Petrol,Hatchback,1.2,
1701,32950.0,Hyundai,Tucson,2019,,Diesel,SUV,1.6,115.0
1702,24995.0,BMW,1-Series,2019,143231.26,Diesel,Hatchback,1.5,116.0
1703,,Vauxhall,Vivaro,2015,138932.7129,Diesel,Van,1.6,
1704,,Volkswagen,T-Roc,2022,11.0,Diesel,SUV,2.0,116.0
1705,,Ford,Kuga,2019,,Diesel,SUV,1.5,120.0
1706,24900.0,Land Rover,Range Rover,2010,194730.14,Diesel,SUV,3.6,
1707,10900.0,BMW,6-Series,2008,178475.806,Petrol,Coupe,3.0,
1708,6995.0,Opel,Astra,2012,194000.0,Diesel,Hatchback,1.7,110.0
1709,12900.0,Volvo,S60,2014,175418.06,Diesel,Saloon,2.0,181.0
1711,14995.0,Volvo,S80,2014,131965.88,Diesel,Saloon,2.0,181.0
1712,14900.0,BMW,7-Series,2011,255885.06,Diesel,Saloon,3.0,
1713,3995.0,Nissan,Qashqai,2009,321381.9793,Diesel,Hatchback,1.5,
1714,28900.0,Audi,A3,2018,68000.0,Diesel,Saloon,1.6,116.0
1715,9250.0,Volkswagen,Scirocco,2010,124735.1154,Petrol,Coupe,1.4,
1716,26900.0,Land Rover,Discovery Sport,2016,148000.0,Diesel,SUV,2.0,150.0
1717,11950.0,Toyota,Landcruiser,2002,370148.2,Diesel,SUV,3.0,
1718,21700.0,Skoda,Superb,2016,109862.0,Diesel,Saloon,2.0,150.0
1720,44900.0,BMW,M3,2013,62764.26,Petrol,Cabriolet,4.0,420.0
1721,8900.0,Land Rover,Discovery,2007,344000.0,Diesel,SUV,2.7,
1722,5900.0,BMW,3-Series,2008,159324.66,Petrol,Saloon,2.0,
1723,12900.0,Mercedes,C-Class,2013,279000.0,Diesel,Coupe,2.1,170.0
1725,2750.0,Renault,Grand Modus,2008,140500.0,Petrol,MPV,1.1,
1726,20900.0,BMW,5-Series,2015,219000.0,Diesel,Saloon,2.0,190.0
1727,2350.0,Ford,Fiesta,2008,205.0,Petrol,Hatchback,1.2,
1728,6450.0,Honda,Civic,2010,136920.0,Petrol Hybrid,Saloon,1.3,
1729,84900.0,Land Rover,Range Rover Sport,2019,89000.0,Petrol Plug-in Hybrid,SUV,2.0,404.0
1730,102900.0,BMW,X5,2021,11000.0,Petrol Plug-in Hybrid,SUV,3.0,394.0
1731,21995.0,Nissan,Qashqai,2016,118564.0,Diesel,Hatchback,1.6,130.0
1732,102900.0,BMW,X5,2021,11000.0,Petrol Plug-in Hybrid,SUV,3.0,394.0
1733,33900.0,BMW,5-Series,2018,140000.0,Diesel,Saloon,2.0,190.0
1734,54400.0,Volkswagen,Tiguan,2022,100.0,Diesel,SUV,2.0,150.0
1735,5000.0,Honda,Civic,1998,244000.0,Petrol,Hatchback,1.5,
1736,19900.0,Toyota,Yaris,2019,56000.0,Petrol Hybrid,MPV,1.5,100.0
1737,24900.0,BMW,5-Series,2017,255885.06,Diesel,Saloon,2.0,190.0
1738,5995.0,Volvo,S40,2011,154000.0,Diesel,Saloon,1.6,115.0
1739,2550.0,Vauxhall,Corsa,2009,269187.8644,Diesel,Hatchback,1.7,
1740,32500.0,Mercedes,E-Class,2017,106136.0,Diesel,Saloon,2.0,194.0
1741,9243.0,SEAT,Leon,2013,105000.0,Diesel,Hatchback,2.0,
1742,9750.0,Toyota,Levin,1994,204000.0,Petrol,Coupe,1.6,
1743,8999.0,Renault,Grand Scenic,2013,172000.0,Diesel,MPV,1.5,110.0
1745,1750.0,Audi,A3,2005,300141.91,Petrol,Hatchback,1.6,
1746,2750.0,Opel,Corsa,2007,167100.0,Petrol,Hatchback,1.2,
1747,14850.0,Mini,ONE,2016,118000.0,Petrol,Hatchback,1.2,
1748,27995.0,Volvo,V90,2017,111389.0,Diesel,Hatchback,2.0,
1755,18495.0,Audi,A3,2016,118180.0,Petrol,Hatchback,1.4,125.0
1756,35500.0,Audi,A5,2018,55289.0,Diesel,Coupe,2.0,190.0
1757,12900.0,Ford,Fiesta,2016,51400.0,Petrol,Hatchback,1.0,65.0
1758,15999.0,Volkswagen,Polo,2018,43452.18,Petrol,Hatchback,1.0,65.0
1759,35168.0,Renault,Captur,2022,0.0,Petrol,Crossover,1.0,90.0
1760,28950.0,Volkswagen,T-Roc,2020,28001.0,Petrol,SUV,1.0,115.0
1761,,Volkswagen,Polo,2022,11.0,Petrol,Hatchback,1.0,95.0
1762,26495.0,Peugeot,208,2022,8000.0,Petrol,Hatchback,1.2,101.0
1763,10900.0,Mercedes,A-Class,2013,267000.0,Diesel,Hatchback,1.5,90.0
1764,9000.0,Audi,A4,2013,292899.88,Diesel,Saloon,2.0,120.0
1765,75495.0,BMW,X3,2023,,Hybrid,SUV,2.0,
1767,,Peugeot,Partner,2016,116298.9551,Diesel,MPV,1.6,
1768,29950.0,Audi,A1,2022,16538.0,Petrol,Hatchback,1.0,110.0
1769,6950.0,Nissan,Qashqai,2012,188336.2322,Diesel,Hatchback,1.5,110.0
1770,6000.0,Opel,Astra,2013,212000.0,Diesel,Hatchback,1.2,95.0
1771,7650.0,Suzuki,Swift,2012,76000.0,Petrol,Hatchback,1.2,94.0
1773,14950.0,BMW,1-Series,2013,69000.0,Petrol,Hatchback,1.6,
1774,1000.0,Mercedes,E-Class,2004,347.61744,Diesel,Saloon,2.7,
1775,5950.0,Volkswagen,Golf,2010,,Diesel,Hatchback,1.6,
1776,2450.0,Renault,Trafic,2013,418.4284,Diesel,MPV,2.0,
1778,20950.0,Skoda,SCALA,2020,39500.0,Petrol,Hatchback,1.0,116.0
1779,1275.0,Ford,Focus,2006,228.52628,Petrol,Hatchback,1.4,
1781,6450.0,BMW,5-Series,2010,263000.0,Diesel,Saloon,2.0,
1782,16500.0,Nissan,Qashqai,2015,149668.62,Diesel,Hatchback,1.5,110.0
1783,8899.0,Volkswagen,Polo,2012,93341.72,Petrol,Hatchback,1.2,
1784,8799.0,Volkswagen,Golf,2011,80467.0,Petrol,Hatchback,1.2,
1786,10799.0,Volkswagen,Golf,2013,91732.38,Petrol,Hatchback,1.2,
1787,11199.0,Volkswagen,Golf,2013,25749.44,Petrol,Hatchback,1.2,
1788,2500.0,Mitsubishi,Other,1993,,Diesel,Estate,2.5,
1789,,BMW,X4,2022,,Diesel,SUV,2.0,
1790,30950.0,Hyundai,Tucson,2020,101596.0,Diesel,SUV,1.6,115.0
1791,6899.0,Volkswagen,Up!,2012,88513.7,Petrol,Hatchback,1.0,75.0
1792,9999.0,Volkswagen,Polo,2013,77248.32,Petrol,Hatchback,1.2,60.0
1793,10299.0,Volkswagen,Polo,2013,62764.26,Petrol,Hatchback,1.2,60.0
1794,2100.0,Volkswagen,Passat,2004,228526.28,Diesel,Estate,1.9,
1795,8399.0,Volkswagen,Polo,2011,90123.04,Petrol,Hatchback,1.2,
1796,10299.0,Volkswagen,Polo,2013,86904.36,Petrol,Hatchback,1.2,
1798,10299.0,Volkswagen,Polo,2013,43452.18,Petrol,Hatchback,1.2,
1799,10599.0,Audi,A1,2012,85295.02,Petrol,Hatchback,1.4,122.0
1800,10499.0,Volkswagen,Up!,2016,77248.32,Petrol,Hatchback,1.0,
1801,9899.0,Volkswagen,Golf,2012,65982.94,Petrol,Hatchback,1.2,
1802,69950.0,BMW,i8,2017,62000.0,Hybrid,Coupe,1.5,362.0
1803,31900.0,Ford,Transit,2022,90.0,Diesel,Van,2.0,
1804,10299.0,Volkswagen,Polo,2013,96560.4,Petrol,Hatchback,1.2,60.0
1806,20500.0,Hyundai,Tucson,2018,121600.0,Diesel,SUV,1.7,115.0
1807,2950.0,Renault,Fluence,2011,202512.0,Diesel,Saloon,1.5,110.0
1809,9499.0,Audi,A1,2011,80467.0,Petrol,Hatchback,1.4,122.0
1810,7699.0,Nissan,Note,2013,111044.46,Petrol,Hatchback,1.2,
1811,8299.0,Volkswagen,Polo,2011,106216.44,Petrol,Hatchback,1.2,
1812,7199.0,Volkswagen,Up!,2013,71998.65292,Petrol,Hatchback,1.0,
1813,8999.0,Volkswagen,Up!,2015,41842.84,Petrol,Hatchback,1.0,
1814,2999.0,Peugeot,1007,2006,96560.4,Petrol,Hatchback,1.6,
1815,42995.0,Volkswagen,Tiguan,2020,27001.0,Petrol,SUV,1.5,150.0
1816,25995.0,Volkswagen,Golf,2019,16001.0,Petrol,Hatchback,1.0,115.0
1819,19995.0,Volkswagen,Polo,2019,42001.0,Petrol,Hatchback,1.0,65.0
1820,19995.0,Volkswagen,Polo,2019,55001.0,Petrol,Hatchback,1.0,65.0
1821,26995.0,Volkswagen,Golf,2019,50001.0,Petrol,Hatchback,1.0,115.0
1823,30995.0,Volkswagen,Passat,2019,51001.0,Diesel,Saloon,2.0,150.0
1824,31495.0,Volkswagen,Tiguan,2019,41001.0,Diesel,SUV,2.0,115.0
1825,12950.0,SEAT,Ibiza,2016,83383.0,Petrol,MPV,1.0,110.0
1826,985.0,Toyota,Corolla,1999,,Petrol,Hatchback,1.8,
1827,45995.0,Lexus,NX,2019,55732.0,Hybrid,SUV,2.5,197.0
1828,49000.0,Toyota,Camry,2022,1.0,Hybrid,Saloon,2.5,218.0
1829,18950.0,Hyundai,i20,2019,,Petrol,Hatchback,1.2,75.0
1830,1200.0,Volkswagen,Golf,2007,340000.0,Petrol,Hatchback,1.4,
1831,,Ford,Transit Custom,2016,216387.0284,Diesel,Van,2.0,
1832,30995.0,Volkswagen,Passat,2019,61001.0,Diesel,Saloon,2.0,150.0
1835,9945.0,Audi,A6,2011,243010.34,Diesel,Estate,3.0,
1836,15995.0,Volkswagen,Polo,2016,47174.0,Petrol,Hatchback,1.2,90.0
1837,30995.0,Volkswagen,Golf,2020,10001.0,Petrol,Hatchback,1.5,130.0
1838,48495.0,Audi,A4,2022,,Diesel,Saloon,2.0,136.0
1839,30995.0,Volkswagen,Golf,2020,17001.0,Petrol,Hatchback,1.5,130.0
1840,1234.0,Toyota,Corolla,2021,54848.0,Petrol Hybrid,Hatchback,1.8,122.0
1841,26995.0,Volkswagen,Golf,2019,47001.0,Petrol,Hatchback,1.0,115.0
1842,27995.0,Volkswagen,Golf,2019,36001.0,Petrol,Hatchback,1.0,115.0
1843,8950.0,Ford,Fiesta,2014,,Petrol,Hatchback,1.2,60.0
1844,24495.0,Volkswagen,Golf,2019,77000.0,Diesel,Hatchback,1.6,115.0
1845,25995.0,Volkswagen,Golf,2019,75001.0,Diesel,Hatchback,1.6,115.0
1846,17495.0,Volkswagen,Polo,2018,50001.0,Petrol,Hatchback,1.0,65.0
1847,37995.0,Volkswagen,Tiguan,2019,77001.0,Diesel,SUV,2.0,150.0
1848,38995.0,Volkswagen,Sharan,2018,91001.0,Diesel,MPV,2.0,150.0
1849,17949.0,Nissan,NV300,2017,133002.0,Diesel,Van,1.6,
1850,16950.0,Hyundai,i30,2018,96400.0,Diesel,Hatchback,1.6,110.0
1851,1234.0,Nissan,Micra,2005,548484.0,Petrol,Hatchback,1.0,
1852,11200.0,Nissan,March,2015,15500.0,Petrol,Hatchback,1.2,
1853,7250.0,Ford,Focus,2012,247000.0,Diesel,Saloon,1.6,95.0
1854,42995.0,Volkswagen,Tiguan Allspace,2019,100001.0,Diesel,SUV,2.0,150.0
1855,25900.0,Hyundai,Kona,2020,34499.0,Diesel,MPV,1.6,116.0
1857,20495.0,Volkswagen,Golf,2017,76001.0,Petrol,Hatchback,1.2,110.0
1858,19495.0,Volkswagen,Polo,2019,44001.0,Petrol,Hatchback,1.0,95.0
1859,14350.0,Volkswagen,Polo,2016,116677.15,Petrol,Hatchback,1.0,60.0
1860,23995.0,Volkswagen,Golf,2019,42501.0,Petrol,Hatchback,1.0,115.0
1862,1443.78,Isuzu,D-Max,2014,144840.6,Diesel,Pick Up,2.5,
1863,15750.0,Audi,S4,2004,111044.46,Petrol,Estate,4.2,
1864,14950.0,Volkswagen,Passat,2016,217260.9,Diesel,Saloon,1.6,120.0
1865,34995.0,Volkswagen,Passat,2020,60001.0,Diesel,Saloon,2.0,150.0
